x	y	clickSelects
0.681717086998015	0.657283857911128	C12orf34
0.693004356636026	0.613424330413415	C20orf134
0.735176402272327	0.651039360443021	C5orf55
0.697415675413174	0.622042662064745	CA14
0.721422142397696	0.623870964468151	CACNA1A
0.720690601281189	0.678608145042256	CCDC103
0.710253619806934	0.705339069766485	CCT6B
0.682410588683242	0.650701934465758	CLK2P
0.707985016856798	0.738091370946791	CYP27B1
0.711034313445829	0.711864936060408	DDAH1
0.686752653464303	0.647664945657717	FITM2
0.693233339765694	0.676490532038696	FLJ39582
0.724600586790688	0.709374468160815	GOLGA9P
0.684055328884412	0.711958540037715	LIPT2
0.685671441573436	0.766621146078491	LNP1
0.733187316296298	0.790265533885309	LOC100125556
0.679356178022133	0.679117345745913	LOC100128788
0.692854287149671	0.6241623118898	LOC100129716
0.704422258111152	0.680739065785191	LOC100133612
0.675483573852984	0.656346049232581	LOC100134713
0.709153657326895	0.654400950624537	LOC653113
0.699186162388418	0.647110695369906	LOC728875
0.678963226464323	0.633234299054037	LRRC6
0.693517903200005	0.620187436647935	MAGIX
0.684645280744472	0.665185131957069	MAP3K13
0.702681796066352	0.713782457335295	MGC3771
0.705973004228612	0.623569442333718	NRL
0.680651533203258	0.634530556239043	PARD6A
0.698308447038163	0.6305420166867	PPIAL4C
0.693032326064681	0.620671317416295	PTRH1
0.683924180230594	0.558126847347386	RPA4
0.686620723437343	0.638375551690528	RPL13AP6
0.685585802156896	0.633605796879239	RPL23P8
0.718682699635314	0.690848750821331	RPSAP9
0.677408970268098	0.694254400239839	SCARNA17
0.696087864270889	0.704259321656482	SNORD17
0.680361125944255	0.713746824266865	SPATA24
0.699710827963091	0.732532145030254	SYCE2
0.672600078736493	0.609917477100031	TCF7L1
0.694685006721102	0.717760346450228	TCTEX1D2
0.683442232929015	0.705882894705614	TLCD1
0.689137644259887	0.671894197589769	TMEM99
0.661731912820027	0.607367143141958	VSIG10L
