x	y	clickSelects
0.25019536820512	0.633883485886606	AAK1
0.257202500328065	0.637229667569714	ACAP2
0.255777077763191	0.586279686244834	ARPC5
0.257060982627321	0.597649284326652	ATP6V1B2
0.254240455648738	0.594378420313627	BTG1
0.252825400525121	0.589499460526856	CD302
0.258971653962168	0.617352935173643	CMTM6
0.263181030947284	0.629996080539612	CPD
0.248373306585327	0.583203626730371	FYB
0.249293793658436	0.559679884972821	GNS
0.257497581592046	0.599643079633992	GPCPD1
0.260577160572407	0.598661303510554	HIPK2
0.254264645029382	0.62678475498516	HIPK3
0.261005647449706	0.610852886065135	HOOK3
0.257224936678039	0.645372536551607	MAP3K1
0.261087000854216	0.636260971212968	MAP4K4
0.260529918991876	0.620580765019006	MFSD1
0.270111067673297	0.613498054743148	MXD1
0.256319694800742	0.632598476010211	OSBPL8
0.253545824733162	0.586378675192303	PIK3AP1
0.255588542002181	0.636291879898807	PPP1R15B
0.258633454309368	0.618901858318392	QKI
0.258612035398723	0.632940451246347	RAB10
0.255126453296623	0.594391690495685	SDCBP
0.252864194529165	0.595475848508069	SSH2
0.249885508763878	0.603796125734765	STK17B
0.252685288960186	0.617521826988788	TET2
0.253489947011594	0.635859468588429	TET3
0.254064968795147	0.623585875773649	TMEM30A
0.251019035590753	0.605475194851801	ZFP106
