x	y	clickSelects
0.486127827283981	0.736076474155145	ALS2CR4
0.517716782399272	0.708074314479181	APLF
0.494480129014419	0.757247211636782	C2orf63
0.515479258175476	0.718676037919997	CATSPER2
0.536724589199081	0.733209196584737	CENPV
0.507310343438454	0.698283643135718	CROT
0.508699236431967	0.753662809169415	FKBP7
0.505309816992226	0.758546928636754	GOLGA6L9
0.514683519960176	0.724267505121574	HHAT
0.493768945623442	0.707892465614098	KLHL3
0.519217572205197	0.780674468584326	MAP1D
0.530671307326652	0.727579997799702	MIR155HG
0.482033014115139	0.677463577233684	MOCS2
0.512658487300435	0.744113890696449	MYLK4
0.50222619569757	0.705820635290751	NIPSNAP3B
0.503157807012725	0.759450361643719	OCIAD2
0.516495947467255	0.689939639383292	PGAP1
0.502751384504456	0.782329593254886	PGBD1
0.501533835362352	0.763000995080577	POLR3G
0.507758239177281	0.739577283720178	PTGR2
0.512774098966736	0.734833860067188	SPATA7
0.497728692654949	0.710886438831859	ZNF193
