x	y	clickSelects
0.602922227130597	0.766682718507363	C17orf69
0.545214485471242	0.633335354292955	C7orf46
0.612297287489069	0.688809688474223	CA13
0.569061699057058	0.70667518447059	DUSP19
0.598184228052051	0.648420489233367	EXOC6B
0.588071522313493	0.63443343220284	GALNT12
0.585917052041372	0.60666497316468	GP6
0.597377285236245	0.626850463633635	LOC144571
0.575029030653982	0.670417239572095	MPP6
0.570290063025737	0.656746517857457	PAIP2B
0.605147721497409	0.601270531707383	RHBDF1
0.5657935285537	0.62994856579817	SDHAP3
0.572181703349943	0.646069527578247	USP27X
