x	y	clickSelects
0.467990356479958	0.66561516693625	ABHD14A
0.466651668057564	0.577265366431679	ABHD8
0.470459405428537	0.623173961389074	ADCK1
0.46290289193295	0.644833896273476	ALKBH7
0.458908444002688	0.638976456467413	APBA3
0.462939903751307	0.694613678129134	B4GALT2
0.482508549350267	0.630131379123788	BAD
0.473485977113742	0.691341767923148	C16orf93
0.461240232526225	0.653469776416312	C17orf101
0.457517035750505	0.614271235615229	C19orf24
0.473490122358429	0.632162539056757	C19orf70
0.465660292402774	0.633141366668083	C1orf86
0.458949099816741	0.651365331240023	C20orf29
0.475998525876952	0.637665563018455	C6orf136
0.473904456212853	0.603999058916017	C9orf142
0.467588910287237	0.618876866120205	CCDC9
0.458787458531574	0.66649330491819	CDK3
0.457363007035351	0.657477872265539	COL18A1
0.463366654299796	0.596957195311469	FAM131A
0.462240766294796	0.694211926537756	FBF1
0.456231732146416	0.621047773051575	FUK
0.470276343867701	0.699160450636322	FUZ
0.475903776581193	0.746640878691663	GAMT
0.468615167908677	0.63892493446504	GFER
0.467577401827149	0.605546665083377	GMPPB
0.460589471028359	0.638663919810501	GPR137
0.454490428680206	0.595126718832339	HAGH
0.471144667316348	0.605008010627962	HAUS7
0.467016645250607	0.664549464111126	INO80B
0.481351472213791	0.638057936142516	KLC2
0.459101915243884	0.670457374579344	LAGE3
0.465553315531889	0.600846125136852	LOC729991
0.465832469932259	0.683535538375841	LRWD1
0.482217338743637	0.676252969900873	MAMDC4
0.466389873011093	0.685102016005943	MCAT
0.46135566485675	0.631244476047005	MICA
0.461678866095723	0.663259637586343	MRPL2
0.462754055131473	0.626511649216812	MRPS12
0.462762540281524	0.6644220754796	MUTYH
0.468136016294248	0.607570339503482	MVD
0.477393586724733	0.6256602120383	MYPOP
0.468911840339714	0.610563464851083	NAIF1
0.466761117679507	0.633466616959332	NDUFA7
0.468469142405264	0.70233160850308	NPM3
0.471405850660986	0.631513144077097	NUDT18
0.47287136973814	0.665729576596702	PDRG1
0.455629318210815	0.681294942383075	PPP1R16A
0.450046204586915	0.695313497491126	PPP2R3B
0.458789726363331	0.659482635578491	PRAF2
0.473473594377172	0.609058744381369	PRICKLE3
0.470614316381066	0.655971288376559	PSMG3
0.472204638774171	0.6831851970326	QPCTL
0.469272689368437	0.616153743111898	RASSF7
0.468895141342793	0.671747400799677	RRP9
0.478012872179828	0.650939763946905	SLC39A4
0.487287085150068	0.635754003187757	SMOX
0.470024184495983	0.616330375285487	STRA13
0.47045015576889	0.598535852889347	TBC1D10A
0.467077211872612	0.656583189183025	TBC1D3B
0.460178287440664	0.656035177644088	TLR9
0.457871134911907	0.641640363269008	TMED1
0.461035727154018	0.653785067116709	TMEM150A
0.4699483997695	0.627047233218827	TPRN
0.457471067796335	0.602976957345634	TRADD
0.475019947375928	0.68018106915729	TRAPPC6A
0.455725673582856	0.66499207511222	TRMT61A
0.457985028737187	0.667342603666547	TSNARE1
0.47367286127762	0.619362111974596	U2AF1L4
0.461173704239165	0.626254588764403	WASH5P
0.470043609166928	0.666521855012489	ZMYND19
0.454221112485681	0.611162943009533	ZNF341
0.470339212641273	0.656951160500432	ZNF408
0.460880587381182	0.649377980734493	ZNF444
0.462844156356788	0.636015200065188	ZNF668
0.472497651694302	0.64683013061175	ZNF707
