x	y	clickSelects
0.272135474569859	0.644223387229676	ANKFY1
0.27343345061835	0.628676655182557	ANKRD13A
0.263567577815793	0.633618560662944	AP3D1
0.276772712407959	0.627691418938782	ARHGAP17
0.261463242727391	0.637542477328993	ARHGEF18
0.279985111609773	0.639546682703026	BICD2
0.268289046552703	0.642905638449847	BTK
0.269290243038327	0.649992303442371	C14orf43
0.265360256792109	0.618660171457622	CCDC88C
0.267411793337354	0.618681987345929	CFLAR
0.267871049321905	0.610859416308079	CMIP
0.271856277486177	0.658760423797307	CRKL
0.275250431253384	0.638765327126646	CSNK1D
0.267463414463501	0.645167512043778	DCTN1
0.269516906297038	0.615609034044764	DGKD
0.266172103946657	0.612779381813112	DOK3
0.266318750918262	0.643149815802879	EFTUD2
0.275668086663294	0.643870284269148	FAM78A
0.273245972735548	0.657538322657204	FDFT1
0.271672819771886	0.638446652808823	GBF1
0.272363477469379	0.600163482757222	GGA2
0.275775237424131	0.644094113200909	GLYR1
0.273384944720786	0.664881243666276	GOLGA3
0.276062042260086	0.651270700587167	H6PD
0.273235764347796	0.634063268625451	HM13
0.272426479345095	0.646139918424036	HNRNPUL2
0.262782965372002	0.65742956993781	HYOU1
0.273019738423049	0.62656956900555	IL16
0.276029709881872	0.650194428411966	KHNYN
0.271640034472922	0.612577201616159	LCP2
0.278202181771629	0.651593042561874	MAML1
0.272850463435598	0.660453790569933	MBTPS1
0.272176193094727	0.671892750184767	MECP2
0.269705683052665	0.626526836792968	MTMR3
0.272433989330359	0.651406479363099	MTOR
0.277541113066437	0.64428684940787	NFE2L1
0.276429590440182	0.60795869670237	NLRC5
0.278627761138684	0.640986536532024	NMT1
0.275322498917757	0.6521174649767	NOMO1
0.261547313748025	0.626091666832528	NPLOC4
0.265710116530457	0.628973453985516	OXA1L
0.279586909820228	0.634307151096732	PDPK1
0.274311823723701	0.655334370982634	PHF12
0.273137520657346	0.639463608168743	PHF21A
0.277670484080891	0.634283676604698	PNP
0.264898918204616	0.645060343911571	PPP2R1A
0.275118800577474	0.635351909334577	PSMD2
0.263967642344137	0.653931411885605	RAB8A
0.274412595198411	0.633714437394556	RAF1
0.267677740112962	0.609771430640989	RAPGEF1
0.278025657925032	0.667917745545704	RBM4
0.267308789529831	0.659052634340119	RBM6
0.263888102030397	0.638081053895452	SEC24C
0.277327976070178	0.649341032958931	SETD1B
0.270970793733014	0.634120175308453	SLC25A37
0.273840211935107	0.61878783752709	SLC43A3
0.272596350512007	0.635733258439105	SMCR8
0.2662721165385	0.649081913290738	SMG5
0.265862640512089	0.649517122260591	ST3GAL1
0.263888429076045	0.613248799351189	STAT2
0.279920672360828	0.633053114315151	STIM1
0.27440753066799	0.646240279909224	TACC3
0.273135973948751	0.628367997881529	TEP1
0.276687727512092	0.657356240847265	TMEM43
0.267315805555369	0.643372014195482	TNFRSF1A
0.2683772924683	0.646313929172687	TRAPPC10
0.272927287574742	0.650092707826111	TRIM14
0.259037742215821	0.628489781196182	TRIM25
0.263805457404328	0.64891352931481	TRPC4AP
0.278669703669669	0.62971257898005	USP4
0.27141187027379	0.640354125958672	VPS39
0.261780644342807	0.633176974371607	XPO6
0.275787516657287	0.620718116003024	YWHAH
0.265472992743945	0.647576923620635	YY1AP1
0.278621809604983	0.634369785773422	ZDHHC5
0.269818914451324	0.630612066404835	ZNF592
