x	y	clickSelects
0.269354562596877	0.722411084973129	ABCA2
0.272786696707482	0.661784806360461	AKT2
0.274026779118852	0.641060115428797	C19orf6
0.268496795688775	0.696391031918397	CD99
0.262478756643238	0.649290395625136	CDK5RAP3
0.275374332486425	0.639784019350551	CIC
0.265328450313686	0.668883717524679	CIRBP
0.27181803745868	0.630281856480196	CNN2
0.272777440317013	0.671116899808823	CPNE1
0.263525521923788	0.665703142367296	CPSF1
0.277523785090566	0.678583355757042	CRAMP1L
0.268505141872477	0.669407552017072	DIP2A
0.267040673481228	0.652839020360234	DOT1L
0.269471414027348	0.649313631161614	GAB2
0.278509340514376	0.647717126547962	GGA3
0.271062120824549	0.740143378283385	ITM2C
0.260411576626034	0.66680822122828	JAK3
0.273477509013296	0.675523605454536	KIAA0195
0.269013049155309	0.654698911533073	KIAA0892
0.278565094306606	0.673272486381227	LOC91316
0.263444805327582	0.634252616790624	LRCH4
0.278895333692765	0.654158685676061	LRRC33
0.265216693109342	0.6641513770509	MBOAT7
0.263402225513311	0.642708592505424	MGRN1
0.27745583220692	0.654335237848783	MLL4
0.281809389253888	0.693484216272489	MPRIP
0.270268370750419	0.655781153889782	NPIPL3
0.272066958609226	0.634112339539422	P2RX1
0.273407152341345	0.675588236308071	PILRB
0.28064942622377	0.678656387425576	RALGDS
0.272565185039113	0.672776258161908	TBC1D2B
0.271455118308572	0.642506870750506	TNK2
0.277626885140966	0.655661080493213	TSC2
0.267551805228291	0.625740348859401	TTC7A
0.271335173439941	0.651620541577123	TTLL3
0.2692216715241	0.664541155832519	TUBGCP6
0.266782170357275	0.653198156811482	U2AF2
0.271765154073349	0.65254970866886	WDTC1
0.275111872016174	0.63895694645343	ZMIZ2
