x	y	label	showSelected
0.5	0.5	CDH24	CDH24
0.5	0.5	CDH26	CDH26
0.5	0.5	CDHR5	CDHR5
0.5	0.5	CDIPT	CDIPT
0.5	0.5	CDK1	CDK1
0.5	0.5	CDK10	CDK10
0.5	0.5	CDK11A	CDK11A
0.5	0.5	CDK11B	CDK11B
0.5	0.5	CDK12	CDK12
0.5	0.5	CDK13	CDK13
0.5	0.5	CDK14	CDK14
0.5	0.5	CDK16	CDK16
0.5	0.5	CDK17	CDK17
0.5	0.5	CDK19	CDK19
0.5	0.5	CDK2	CDK2
0.5	0.5	CDK2AP1	CDK2AP1
0.5	0.5	CDK2AP2	CDK2AP2
0.5	0.5	CDK3	CDK3
0.5	0.5	CDK4	CDK4
0.5	0.5	CDK5	CDK5
0.5	0.5	CDK5R1	CDK5R1
0.5	0.5	CDK5RAP1	CDK5RAP1
0.5	0.5	CDK5RAP2	CDK5RAP2
0.5	0.5	CDK5RAP3	CDK5RAP3
0.5	0.5	CDK6	CDK6
0.5	0.5	CDK7	CDK7
0.5	0.5	CDK8	CDK8
0.5	0.5	CDK9	CDK9
0.5	0.5	CDKAL1	CDKAL1
0.5	0.5	CDKL1	CDKL1
0.5	0.5	CDKL3	CDKL3
0.5	0.5	CDKN1A	CDKN1A
0.5	0.5	CDKN1B	CDKN1B
0.5	0.5	CDKN1C	CDKN1C
0.5	0.5	CDKN2AIP	CDKN2AIP
0.5	0.5	CDKN2AIPNL	CDKN2AIPNL
0.5	0.5	CDKN2C	CDKN2C
0.5	0.5	CDKN2D	CDKN2D
0.5	0.5	CDKN3	CDKN3
0.5	0.5	CDR2	CDR2
0.5	0.5	CDRT15P	CDRT15P
0.5	0.5	CDRT4	CDRT4
0.5	0.5	CDS2	CDS2
0.5	0.5	CDT1	CDT1
0.5	0.5	CDV3	CDV3
0.5	0.5	CDYL	CDYL
0.5	0.5	CDYL2	CDYL2
0.5	0.5	CEACAM1	CEACAM1
0.5	0.5	CEACAM21	CEACAM21
0.5	0.5	CEACAM4	CEACAM4
0.5	0.5	CEBPA	CEBPA
0.5	0.5	CEBPB	CEBPB
0.5	0.5	CEBPD	CEBPD
0.5	0.5	CEBPE	CEBPE
0.5	0.5	CEBPG	CEBPG
0.5	0.5	CEBPZ	CEBPZ
0.5	0.5	CECR1	CECR1
0.5	0.5	CECR5	CECR5
0.5	0.5	CECR6	CECR6
0.5	0.5	CEL	CEL
0.5	0.5	CELF1	CELF1
0.5	0.5	CELF2	CELF2
0.5	0.5	CELF6	CELF6
0.5	0.5	CELSR1	CELSR1
0.5	0.5	CELSR2	CELSR2
0.5	0.5	CELSR3	CELSR3
0.5	0.5	CEMP1	CEMP1
0.5	0.5	CEND1	CEND1
0.5	0.5	CENPA	CENPA
0.5	0.5	CENPB	CENPB
0.5	0.5	CENPBD1	CENPBD1
0.5	0.5	CENPC1	CENPC1
0.5	0.5	CENPE	CENPE
0.5	0.5	CENPF	CENPF
0.5	0.5	CENPH	CENPH
0.5	0.5	CENPI	CENPI
0.5	0.5	CENPJ	CENPJ
0.5	0.5	CENPK	CENPK
0.5	0.5	CENPL	CENPL
0.5	0.5	CENPM	CENPM
0.5	0.5	CENPN	CENPN
0.5	0.5	CENPO	CENPO
0.5	0.5	CENPP	CENPP
0.5	0.5	CENPQ	CENPQ
0.5	0.5	CENPT	CENPT
0.5	0.5	CENPV	CENPV
0.5	0.5	CENPW	CENPW
0.5	0.5	CEP110	CEP110
0.5	0.5	CEP120	CEP120
0.5	0.5	CEP135	CEP135
0.5	0.5	CEP152	CEP152
0.5	0.5	CEP164	CEP164
0.5	0.5	CEP170	CEP170
0.5	0.5	CEP192	CEP192
0.5	0.5	CEP250	CEP250
0.5	0.5	CEP290	CEP290
0.5	0.5	CEP350	CEP350
0.5	0.5	CEP55	CEP55
0.5	0.5	CEP57	CEP57
0.5	0.5	CEP63	CEP63
0.5	0.5	CEP68	CEP68
0.5	0.5	CEP70	CEP70
0.5	0.5	CEP72	CEP72
0.5	0.5	CEP76	CEP76
0.5	0.5	CEP78	CEP78
0.5	0.5	CEP97	CEP97
0.5	0.5	CEPT1	CEPT1
0.5	0.5	CERCAM	CERCAM
0.5	0.5	CERK	CERK
0.5	0.5	CERKL	CERKL
0.5	0.5	CES2	CES2
0.5	0.5	CETN2	CETN2
0.5	0.5	CETN3	CETN3
0.5	0.5	CFB	CFB
0.5	0.5	CFD	CFD
0.5	0.5	CFDP1	CFDP1
0.5	0.5	CFL1	CFL1
0.5	0.5	CFL2	CFL2
0.5	0.5	CFLAR	CFLAR
0.5	0.5	CFP	CFP
0.5	0.5	CG030	CG030
0.5	0.5	CGGBP1	CGGBP1
0.5	0.5	CGRRF1	CGRRF1
0.5	0.5	CHAC2	CHAC2
0.5	0.5	CHAD	CHAD
0.5	0.5	CHAF1A	CHAF1A
0.5	0.5	CHAF1B	CHAF1B
0.5	0.5	CHCHD1	CHCHD1
0.5	0.5	CHCHD10	CHCHD10
0.5	0.5	CHCHD2	CHCHD2
0.5	0.5	CHCHD3	CHCHD3
0.5	0.5	CHCHD4	CHCHD4
0.5	0.5	CHCHD5	CHCHD5
0.5	0.5	CHCHD7	CHCHD7
0.5	0.5	CHCHD8	CHCHD8
0.5	0.5	CHD1	CHD1
0.5	0.5	CHD1L	CHD1L
0.5	0.5	CHD2	CHD2
0.5	0.5	CHD3	CHD3
0.5	0.5	CHD4	CHD4
0.5	0.5	CHD6	CHD6
0.5	0.5	CHD7	CHD7
0.5	0.5	CHD8	CHD8
0.5	0.5	CHD9	CHD9
0.5	0.5	CHEK1	CHEK1
0.5	0.5	CHEK2	CHEK2
0.5	0.5	CHERP	CHERP
0.5	0.5	CHFR	CHFR
0.5	0.5	CHIC1	CHIC1
0.5	0.5	CHIC2	CHIC2
0.5	0.5	CHID1	CHID1
0.5	0.5	CHKA	CHKA
0.5	0.5	CHKB	CHKB
0.5	0.5	CHKB-CPT1B	CHKB-CPT1B
0.5	0.5	CHM	CHM
0.5	0.5	CHML	CHML
0.5	0.5	CHMP1A	CHMP1A
0.5	0.5	CHMP1B	CHMP1B
0.5	0.5	CHMP2A	CHMP2A
0.5	0.5	CHMP2B	CHMP2B
0.5	0.5	CHMP4A	CHMP4A
0.5	0.5	CHMP4B	CHMP4B
0.5	0.5	CHMP5	CHMP5
0.5	0.5	CHMP6	CHMP6
0.5	0.5	CHMP7	CHMP7
0.5	0.5	CHN2	CHN2
0.5	0.5	CHORDC1	CHORDC1
0.5	0.5	CHP	CHP
0.5	0.5	CHPF2	CHPF2
0.5	0.5	CHPT1	CHPT1
0.5	0.5	CHRAC1	CHRAC1
0.5	0.5	CHRFAM7A	CHRFAM7A
0.5	0.5	CHRNA10	CHRNA10
0.5	0.5	CHRNA2	CHRNA2
0.5	0.5	CHRNB1	CHRNB1
0.5	0.5	CHRNE	CHRNE
0.5	0.5	CHRNG	CHRNG
0.5	0.5	CHST10	CHST10
0.5	0.5	CHST11	CHST11
0.5	0.5	CHST12	CHST12
0.5	0.5	CHST14	CHST14
0.5	0.5	CHST15	CHST15
0.5	0.5	CHST2	CHST2
0.5	0.5	CHST7	CHST7
0.5	0.5	CHSY1	CHSY1
0.5	0.5	CHTF18	CHTF18
0.5	0.5	CHTF8	CHTF8
0.5	0.5	CHUK	CHUK
0.5	0.5	CHURC1	CHURC1
0.5	0.5	CIAO1	CIAO1
0.5	0.5	CIAPIN1	CIAPIN1
0.5	0.5	CIB1	CIB1
0.5	0.5	CIC	CIC
0.5	0.5	CIDEB	CIDEB
0.5	0.5	CIDECP	CIDECP
0.5	0.5	CIITA	CIITA
0.5	0.5	CINP	CINP
0.5	0.5	CIR1	CIR1
0.5	0.5	CIRBP	CIRBP
0.5	0.5	CIRH1A	CIRH1A
0.5	0.5	CISD1	CISD1
0.5	0.5	CISD2	CISD2
0.5	0.5	CISD3	CISD3
0.5	0.5	CISH	CISH
0.5	0.5	CIT	CIT
0.5	0.5	CITED2	CITED2
0.5	0.5	CIZ1	CIZ1
0.5	0.5	CKAP2	CKAP2
0.5	0.5	CKAP2L	CKAP2L
0.5	0.5	CKAP4	CKAP4
0.5	0.5	CKAP5	CKAP5
0.5	0.5	CKB	CKB
0.5	0.5	CKLF	CKLF
0.5	0.5	CKS1B	CKS1B
0.5	0.5	CKS2	CKS2
0.5	0.5	CLASP1	CLASP1
0.5	0.5	CLASP2	CLASP2
0.5	0.5	CLCC1	CLCC1
0.5	0.5	CLCF1	CLCF1
0.5	0.5	CLCN2	CLCN2
0.5	0.5	CLCN3	CLCN3
0.5	0.5	CLCN5	CLCN5
0.5	0.5	CLCN6	CLCN6
0.5	0.5	CLCN7	CLCN7
0.5	0.5	CLDN12	CLDN12
0.5	0.5	CLDN15	CLDN15
0.5	0.5	CLDND1	CLDND1
0.5	0.5	CLDND2	CLDND2
0.5	0.5	CLEC11A	CLEC11A
0.5	0.5	CLEC12A	CLEC12A
0.5	0.5	CLEC12B	CLEC12B
0.5	0.5	CLEC16A	CLEC16A
0.5	0.5	CLEC18A	CLEC18A
0.5	0.5	CLEC2B	CLEC2B
0.5	0.5	CLEC2D	CLEC2D
0.5	0.5	CLEC4A	CLEC4A
0.5	0.5	CLEC7A	CLEC7A
0.5	0.5	CLECL1	CLECL1
0.5	0.5	CLIC1	CLIC1
0.5	0.5	CLIC2	CLIC2
0.5	0.5	CLIC4	CLIC4
0.5	0.5	CLINT1	CLINT1
0.5	0.5	CLIP1	CLIP1
0.5	0.5	CLIP2	CLIP2
0.5	0.5	CLIP3	CLIP3
0.5	0.5	CLIP4	CLIP4
0.5	0.5	CLK1	CLK1
0.5	0.5	CLK2	CLK2
0.5	0.5	CLK2P	CLK2P
0.5	0.5	CLK3	CLK3
0.5	0.5	CLK4	CLK4
0.5	0.5	CLMN	CLMN
0.5	0.5	CLN3	CLN3
0.5	0.5	CLN5	CLN5
0.5	0.5	CLN6	CLN6
0.5	0.5	CLN8	CLN8
0.5	0.5	CLNS1A	CLNS1A
0.5	0.5	CLOCK	CLOCK
0.5	0.5	CLP1	CLP1
0.5	0.5	CLPB	CLPB
0.5	0.5	CLPP	CLPP
0.5	0.5	CLPTM1	CLPTM1
0.5	0.5	CLPTM1L	CLPTM1L
0.5	0.5	CLPX	CLPX
0.5	0.5	CLSPN	CLSPN
0.5	0.5	CLSTN1	CLSTN1
0.5	0.5	CLSTN3	CLSTN3
0.5	0.5	CLTA	CLTA
0.5	0.5	CLTB	CLTB
0.5	0.5	CLTC	CLTC
0.5	0.5	CLU	CLU
0.5	0.5	CLUAP1	CLUAP1
0.5	0.5	CLYBL	CLYBL
0.5	0.5	CMAH	CMAH
0.5	0.5	CMAS	CMAS
0.5	0.5	CMC1	CMC1
0.5	0.5	CMIP	CMIP
0.5	0.5	CMKLR1	CMKLR1
0.5	0.5	CMPK1	CMPK1
0.5	0.5	CMPK2	CMPK2
0.5	0.5	CMTM1	CMTM1
0.5	0.5	CMTM3	CMTM3
0.5	0.5	CMTM4	CMTM4
0.5	0.5	CMTM6	CMTM6
0.5	0.5	CMTM7	CMTM7
0.5	0.5	CMYA5	CMYA5
0.5	0.5	CNBP	CNBP
0.5	0.5	CNDP2	CNDP2
0.5	0.5	CNIH	CNIH
0.5	0.5	CNIH4	CNIH4
0.5	0.5	CNKSR1	CNKSR1
0.5	0.5	CNN2	CNN2
0.5	0.5	CNNM2	CNNM2
0.5	0.5	CNNM3	CNNM3
0.5	0.5	CNNM4	CNNM4
0.5	0.5	CNO	CNO
0.5	0.5	CNOT1	CNOT1
0.5	0.5	CNOT10	CNOT10
0.5	0.5	CNOT2	CNOT2
0.5	0.5	CNOT3	CNOT3
0.5	0.5	CNOT4	CNOT4
0.5	0.5	CNOT6	CNOT6
0.5	0.5	CNOT6L	CNOT6L
0.5	0.5	CNOT7	CNOT7
0.5	0.5	CNOT8	CNOT8
0.5	0.5	CNP	CNP
0.5	0.5	CNPY2	CNPY2
0.5	0.5	CNPY3	CNPY3
0.5	0.5	CNPY4	CNPY4
0.5	0.5	CNR2	CNR2
0.5	0.5	CNRIP1	CNRIP1
0.5	0.5	CNST	CNST
0.5	0.5	CNTD1	CNTD1
0.5	0.5	CNTF	CNTF
0.5	0.5	CNTLN	CNTLN
0.5	0.5	CNTNAP1	CNTNAP1
0.5	0.5	CNTROB	CNTROB
0.5	0.5	COASY	COASY
0.5	0.5	COBLL1	COBLL1
0.5	0.5	COBRA1	COBRA1
0.5	0.5	COCH	COCH
0.5	0.5	COG1	COG1
0.5	0.5	COG2	COG2
0.5	0.5	COG3	COG3
0.5	0.5	COG4	COG4
0.5	0.5	COG5	COG5
0.5	0.5	COG6	COG6
0.5	0.5	COG7	COG7
0.5	0.5	COG8	COG8
0.5	0.5	COIL	COIL
0.5	0.5	COL11A2	COL11A2
0.5	0.5	COL18A1	COL18A1
0.5	0.5	COL24A1	COL24A1
0.5	0.5	COL4A3	COL4A3
0.5	0.5	COL4A3BP	COL4A3BP
0.5	0.5	COL4A4	COL4A4
0.5	0.5	COL6A2	COL6A2
0.5	0.5	COL8A2	COL8A2
0.5	0.5	COL9A2	COL9A2
0.5	0.5	COLQ	COLQ
0.5	0.5	COMMD1	COMMD1
0.5	0.5	COMMD10	COMMD10
0.5	0.5	COMMD2	COMMD2
0.5	0.5	COMMD3	COMMD3
0.5	0.5	COMMD4	COMMD4
0.5	0.5	COMMD5	COMMD5
0.5	0.5	COMMD6	COMMD6
0.5	0.5	COMMD7	COMMD7
0.5	0.5	COMMD8	COMMD8
0.5	0.5	COMMD9	COMMD9
0.5	0.5	COMT	COMT
0.5	0.5	COMTD1	COMTD1
0.5	0.5	COPA	COPA
0.5	0.5	COPB1	COPB1
0.5	0.5	COPB2	COPB2
0.5	0.5	COPE	COPE
0.5	0.5	COPG	COPG
0.5	0.5	COPG2	COPG2
0.5	0.5	COPS2	COPS2
0.5	0.5	COPS3	COPS3
0.5	0.5	COPS4	COPS4
0.5	0.5	COPS5	COPS5
0.5	0.5	COPS6	COPS6
0.5	0.5	COPS7A	COPS7A
0.5	0.5	COPS7B	COPS7B
0.5	0.5	COPS8	COPS8
0.5	0.5	COPZ1	COPZ1
0.5	0.5	COQ10A	COQ10A
0.5	0.5	COQ10B	COQ10B
0.5	0.5	COQ2	COQ2
0.5	0.5	COQ3	COQ3
0.5	0.5	COQ4	COQ4
0.5	0.5	COQ5	COQ5
0.5	0.5	COQ6	COQ6
0.5	0.5	COQ7	COQ7
0.5	0.5	COQ9	COQ9
0.5	0.5	CORO1A	CORO1A
0.5	0.5	CORO1B	CORO1B
0.5	0.5	CORO1C	CORO1C
0.5	0.5	CORO2A	CORO2A
0.5	0.5	CORO6	CORO6
0.5	0.5	CORO7	CORO7
0.5	0.5	CORT	CORT
0.5	0.5	COTL1	COTL1
0.5	0.5	COX10	COX10
0.5	0.5	COX11	COX11
0.5	0.5	COX15	COX15
0.5	0.5	COX16	COX16
0.5	0.5	COX17	COX17
0.5	0.5	COX18	COX18
0.5	0.5	COX19	COX19
0.5	0.5	COX4I1	COX4I1
0.5	0.5	COX4NB	COX4NB
0.5	0.5	COX5A	COX5A
0.5	0.5	COX5B	COX5B
0.5	0.5	COX6A1	COX6A1
0.5	0.5	COX6B1	COX6B1
0.5	0.5	COX6C	COX6C
0.5	0.5	COX7A1	COX7A1
0.5	0.5	COX7A2	COX7A2
0.5	0.5	COX7A2L	COX7A2L
0.5	0.5	COX7B	COX7B
0.5	0.5	COX7C	COX7C
0.5	0.5	COX8A	COX8A
0.5	0.5	CP	CP
0.5	0.5	CP110	CP110
0.5	0.5	CPD	CPD
0.5	0.5	CPEB2	CPEB2
0.5	0.5	CPEB3	CPEB3
0.5	0.5	CPEB4	CPEB4
0.5	0.5	CPM	CPM
0.5	0.5	CPNE1	CPNE1
0.5	0.5	CPNE2	CPNE2
0.5	0.5	CPNE3	CPNE3
0.5	0.5	CPNE5	CPNE5
0.5	0.5	CPOX	CPOX
0.5	0.5	CPPED1	CPPED1
0.5	0.5	CPSF1	CPSF1
0.5	0.5	CPSF2	CPSF2
0.5	0.5	CPSF3	CPSF3
0.5	0.5	CPSF3L	CPSF3L
0.5	0.5	CPSF4	CPSF4
0.5	0.5	CPSF6	CPSF6
0.5	0.5	CPSF7	CPSF7
0.5	0.5	CPT1A	CPT1A
0.5	0.5	CPT1B	CPT1B
0.5	0.5	CPT2	CPT2
0.5	0.5	CPVL	CPVL
0.5	0.5	CPXM1	CPXM1
0.5	0.5	CR1	CR1
0.5	0.5	CRADD	CRADD
0.5	0.5	CRAMP1L	CRAMP1L
0.5	0.5	CRAT	CRAT
0.5	0.5	CRB2	CRB2
0.5	0.5	CRBN	CRBN
0.5	0.5	CRCP	CRCP
0.5	0.5	CREB1	CREB1
0.5	0.5	CREB3	CREB3
0.5	0.5	CREB3L2	CREB3L2
0.5	0.5	CREB3L4	CREB3L4
0.5	0.5	CREB5	CREB5
0.5	0.5	CREBBP	CREBBP
0.5	0.5	CREBL2	CREBL2
0.5	0.5	CREBZF	CREBZF
0.5	0.5	CREG1	CREG1
0.5	0.5	CRELD1	CRELD1
0.5	0.5	CRELD2	CRELD2
0.5	0.5	CREM	CREM
0.5	0.5	CRHBP	CRHBP
0.5	0.5	CRIM1	CRIM1
0.5	0.5	CRIP1	CRIP1
0.5	0.5	CRIP2	CRIP2
0.5	0.5	CRIPAK	CRIPAK
0.5	0.5	CRIPT	CRIPT
0.5	0.5	CRISPLD2	CRISPLD2
0.5	0.5	CRK	CRK
0.5	0.5	CRKL	CRKL
0.5	0.5	CRLF3	CRLF3
0.5	0.5	CRLS1	CRLS1
0.5	0.5	CRNKL1	CRNKL1
0.5	0.5	CROCC	CROCC
0.5	0.5	CROCCL1	CROCCL1
0.5	0.5	CROCCL2	CROCCL2
0.5	0.5	CROT	CROT
0.5	0.5	CRTAP	CRTAP
0.5	0.5	CRTC1	CRTC1
0.5	0.5	CRTC2	CRTC2
0.5	0.5	CRTC3	CRTC3
0.5	0.5	CRY1	CRY1
0.5	0.5	CRY2	CRY2
0.5	0.5	CRYBG3	CRYBG3
0.5	0.5	CRYL1	CRYL1
0.5	0.5	CRYZ	CRYZ
0.5	0.5	CRYZL1	CRYZL1
0.5	0.5	CS	CS
0.5	0.5	CSAD	CSAD
0.5	0.5	CSDA	CSDA
0.5	0.5	CSDE1	CSDE1
0.5	0.5	CSE1L	CSE1L
0.5	0.5	CSF1	CSF1
0.5	0.5	CSF1R	CSF1R
0.5	0.5	CSF2RA	CSF2RA
0.5	0.5	CSF2RB	CSF2RB
0.5	0.5	CSF3R	CSF3R
0.5	0.5	CSGALNACT1	CSGALNACT1
0.5	0.5	CSGALNACT2	CSGALNACT2
0.5	0.5	CSK	CSK
0.5	0.5	CSNK1A1	CSNK1A1
0.5	0.5	CSNK1D	CSNK1D
0.5	0.5	CSNK1E	CSNK1E
0.5	0.5	CSNK1G1	CSNK1G1
0.5	0.5	CSNK1G2	CSNK1G2
0.5	0.5	CSNK1G3	CSNK1G3
0.5	0.5	CSNK2A1	CSNK2A1
0.5	0.5	CSNK2A1P	CSNK2A1P
0.5	0.5	CSNK2A2	CSNK2A2
0.5	0.5	CSNK2B	CSNK2B
0.5	0.5	CSPG4	CSPG4
0.5	0.5	CSPG5	CSPG5
0.5	0.5	CSPP1	CSPP1
0.5	0.5	CSRNP1	CSRNP1
0.5	0.5	CSRNP2	CSRNP2
0.5	0.5	CSRP1	CSRP1
0.5	0.5	CSRP2BP	CSRP2BP
0.5	0.5	CST3	CST3
0.5	0.5	CST7	CST7
0.5	0.5	CSTB	CSTB
0.5	0.5	CSTF1	CSTF1
0.5	0.5	CSTF2	CSTF2
0.5	0.5	CSTF2T	CSTF2T
0.5	0.5	CSTF3	CSTF3
0.5	0.5	CTAGE5	CTAGE5
0.5	0.5	CTAGE9	CTAGE9
0.5	0.5	CTBP1	CTBP1
0.5	0.5	CTBP2	CTBP2
0.5	0.5	CTBS	CTBS
0.5	0.5	CTCF	CTCF
0.5	0.5	CTCFL	CTCFL
0.5	0.5	CTDP1	CTDP1
0.5	0.5	CTDSP1	CTDSP1
0.5	0.5	CTDSP2	CTDSP2
0.5	0.5	CTDSPL	CTDSPL
0.5	0.5	CTDSPL2	CTDSPL2
0.5	0.5	CTF1	CTF1
0.5	0.5	CTNNA1	CTNNA1
0.5	0.5	CTNNAL1	CTNNAL1
0.5	0.5	CTNNB1	CTNNB1
0.5	0.5	CTNNBIP1	CTNNBIP1
0.5	0.5	CTNNBL1	CTNNBL1
0.5	0.5	CTNND1	CTNND1
0.5	0.5	CTNS	CTNS
0.5	0.5	CTPS	CTPS
0.5	0.5	CTPS2	CTPS2
0.5	0.5	CTR9	CTR9
0.5	0.5	CTRL	CTRL
0.5	0.5	CTSA	CTSA
0.5	0.5	CTSB	CTSB
0.5	0.5	CTSC	CTSC
0.5	0.5	CTSD	CTSD
0.5	0.5	CTSF	CTSF
0.5	0.5	CTSG	CTSG
0.5	0.5	CTSH	CTSH
0.5	0.5	CTSK	CTSK
0.5	0.5	CTSO	CTSO
0.5	0.5	CTSS	CTSS
0.5	0.5	CTSW	CTSW
0.5	0.5	CTSZ	CTSZ
0.5	0.5	CTTNBP2NL	CTTNBP2NL
0.5	0.5	CTU1	CTU1
0.5	0.5	CTU2	CTU2
0.5	0.5	CUBN	CUBN
0.5	0.5	CUEDC2	CUEDC2
0.5	0.5	CUL1	CUL1
0.5	0.5	CUL2	CUL2
0.5	0.5	CUL3	CUL3
0.5	0.5	CUL4A	CUL4A
0.5	0.5	CUL4B	CUL4B
0.5	0.5	CUL5	CUL5
0.5	0.5	CUL7	CUL7
0.5	0.5	CUL9	CUL9
0.5	0.5	CUTA	CUTA
0.5	0.5	CUTC	CUTC
0.5	0.5	CUX1	CUX1
0.5	0.5	CWC15	CWC15
0.5	0.5	CWC22	CWC22
0.5	0.5	CWC25	CWC25
0.5	0.5	CWC27	CWC27
0.5	0.5	CWF19L1	CWF19L1
0.5	0.5	CWF19L2	CWF19L2
0.5	0.5	CX3CR1	CX3CR1
0.5	0.5	CXCL16	CXCL16
0.5	0.5	CXCL2	CXCL2
0.5	0.5	CXCR3	CXCR3
0.5	0.5	CXCR4	CXCR4
0.5	0.5	CXCR5	CXCR5
0.5	0.5	CXCR6	CXCR6
0.5	0.5	CXCR7	CXCR7
0.5	0.5	CXorf21	CXorf21
0.5	0.5	CXorf23	CXorf23
0.5	0.5	CXorf26	CXorf26
0.5	0.5	CXorf38	CXorf38
0.5	0.5	CXorf40A	CXorf40A
0.5	0.5	CXorf40B	CXorf40B
0.5	0.5	CXorf42	CXorf42
0.5	0.5	CXorf56	CXorf56
0.5	0.5	CXXC1	CXXC1
0.5	0.5	CXXC5	CXXC5
0.5	0.5	CYB561	CYB561
0.5	0.5	CYB561D1	CYB561D1
0.5	0.5	CYB561D2	CYB561D2
0.5	0.5	CYB5A	CYB5A
0.5	0.5	CYB5B	CYB5B
0.5	0.5	CYB5D1	CYB5D1
0.5	0.5	CYB5D2	CYB5D2
0.5	0.5	CYB5R1	CYB5R1
0.5	0.5	CYB5R3	CYB5R3
0.5	0.5	CYB5R4	CYB5R4
0.5	0.5	CYB5RL	CYB5RL
0.5	0.5	CYBA	CYBA
0.5	0.5	CYBASC3	CYBASC3
0.5	0.5	CYBB	CYBB
0.5	0.5	CYBRD1	CYBRD1
0.5	0.5	CYC1	CYC1
0.5	0.5	CYCS	CYCS
0.5	0.5	CYFIP1	CYFIP1
0.5	0.5	CYFIP2	CYFIP2
0.5	0.5	CYHR1	CYHR1
0.5	0.5	CYLD	CYLD
0.5	0.5	CYP20A1	CYP20A1
0.5	0.5	CYP27B1	CYP27B1
0.5	0.5	CYP2D6	CYP2D6
0.5	0.5	CYP2D7P1	CYP2D7P1
0.5	0.5	CYP2R1	CYP2R1
0.5	0.5	CYP2U1	CYP2U1
0.5	0.5	CYP4V2	CYP4V2
0.5	0.5	CYP51A1	CYP51A1
0.5	0.5	CYSLTR1	CYSLTR1
0.5	0.5	CYSLTR2	CYSLTR2
0.5	0.5	CYTH1	CYTH1
0.5	0.5	CYTH2	CYTH2
0.5	0.5	CYTH3	CYTH3
0.5	0.5	CYTH4	CYTH4
0.5	0.5	CYTIP	CYTIP
0.5	0.5	CYTSA	CYTSA
0.5	0.5	CYTSB	CYTSB
0.5	0.5	D2HGDH	D2HGDH
0.5	0.5	D4S234E	D4S234E
0.5	0.5	DAAM1	DAAM1
0.5	0.5	DAB2	DAB2
0.5	0.5	DACT1	DACT1
0.5	0.5	DAD1	DAD1
0.5	0.5	DAG1	DAG1
0.5	0.5	DAGLB	DAGLB
0.5	0.5	DAK	DAK
0.5	0.5	DALRD3	DALRD3
0.5	0.5	DAP	DAP
0.5	0.5	DAP3	DAP3
0.5	0.5	DAPK1	DAPK1
0.5	0.5	DAPK2	DAPK2
0.5	0.5	DAPK3	DAPK3
0.5	0.5	DAPP1	DAPP1
0.5	0.5	DARS	DARS
0.5	0.5	DARS2	DARS2
0.5	0.5	DAXX	DAXX
0.5	0.5	DAZAP1	DAZAP1
0.5	0.5	DAZAP2	DAZAP2
0.5	0.5	DBF4	DBF4
0.5	0.5	DBF4B	DBF4B
0.5	0.5	DBI	DBI
0.5	0.5	DBN1	DBN1
0.5	0.5	DBNDD2	DBNDD2
0.5	0.5	DBNL	DBNL
0.5	0.5	DBP	DBP
0.5	0.5	DBR1	DBR1
0.5	0.5	DBT	DBT
0.5	0.5	DCAF10	DCAF10
0.5	0.5	DCAF11	DCAF11
0.5	0.5	DCAF12	DCAF12
0.5	0.5	DCAF13	DCAF13
0.5	0.5	DCAF15	DCAF15
0.5	0.5	DCAF16	DCAF16
0.5	0.5	DCAF17	DCAF17
0.5	0.5	DCAF4	DCAF4
0.5	0.5	DCAF4L1	DCAF4L1
0.5	0.5	DCAF5	DCAF5
0.5	0.5	DCAF6	DCAF6
0.5	0.5	DCAF7	DCAF7
0.5	0.5	DCAF8	DCAF8
0.5	0.5	DCAKD	DCAKD
0.5	0.5	DCBLD2	DCBLD2
0.5	0.5	DCHS1	DCHS1
0.5	0.5	DCI	DCI
0.5	0.5	DCK	DCK
0.5	0.5	DCLRE1A	DCLRE1A
0.5	0.5	DCLRE1B	DCLRE1B
0.5	0.5	DCLRE1C	DCLRE1C
0.5	0.5	DCP1A	DCP1A
0.5	0.5	DCP1B	DCP1B
0.5	0.5	DCP2	DCP2
0.5	0.5	DCPS	DCPS
0.5	0.5	DCTD	DCTD
0.5	0.5	DCTN1	DCTN1
0.5	0.5	DCTN2	DCTN2
0.5	0.5	DCTN3	DCTN3
0.5	0.5	DCTN4	DCTN4
0.5	0.5	DCTN5	DCTN5
0.5	0.5	DCTN6	DCTN6
0.5	0.5	DCTPP1	DCTPP1
0.5	0.5	DCUN1D1	DCUN1D1
0.5	0.5	DCUN1D2	DCUN1D2
0.5	0.5	DCUN1D3	DCUN1D3
0.5	0.5	DCUN1D4	DCUN1D4
0.5	0.5	DCUN1D5	DCUN1D5
0.5	0.5	DCXR	DCXR
0.5	0.5	DDA1	DDA1
0.5	0.5	DDAH1	DDAH1
0.5	0.5	DDAH2	DDAH2
0.5	0.5	DDB1	DDB1
0.5	0.5	DDB2	DDB2
0.5	0.5	DDHD1	DDHD1
0.5	0.5	DDHD2	DDHD2
0.5	0.5	DDI2	DDI2
0.5	0.5	DDIT3	DDIT3
0.5	0.5	DDIT4	DDIT4
0.5	0.5	DDOST	DDOST
0.5	0.5	DDRGK1	DDRGK1
0.5	0.5	DDT	DDT
0.5	0.5	DDTL	DDTL
0.5	0.5	DDX1	DDX1
0.5	0.5	DDX10	DDX10
0.5	0.5	DDX11	DDX11
0.5	0.5	DDX11L2	DDX11L2
0.5	0.5	DDX12	DDX12
0.5	0.5	DDX17	DDX17
