x	y	clickSelects
0.545904051613515	0.794246558702902	ABCB1
0.603549137086517	0.559214944565248	CDCP1
0.529405115321663	0.708335977817358	CRHBP
0.546674636394501	0.635395065918399	CXCR7
0.548135760969511	0.585196827411641	DHRS3
0.538928638131726	0.706363716972447	FZD6
0.49265140640916	0.593362423537105	GNAI1
0.556112103566319	0.605503801184253	GPA33
0.605909914356922	0.652930667639835	HOMER2
0.53902580006385	0.718830757906853	INPP4B
0.52946725166015	0.695268449630438	SDK2
0.512982944154584	0.677584083135416	SPRY1
0.591313396480575	0.720298096791512	TBXA2R
0.563307312169338	0.672455161422629	TCTEX1D1
