x	y	clickSelects
0.318454155711674	0.654991305500619	ALPK1
0.322952084622371	0.649139082116125	BTN3A1
0.325882140349695	0.678640265408725	C14orf118
0.323832840749492	0.652664387825724	C5orf41
0.318485019948479	0.629747896666483	CASP10
0.314869695336499	0.645972983386283	CCDC93
0.320916194672781	0.628922157285876	CLEC2D
0.315162191125084	0.614221410946509	CLIP1
0.323833883953204	0.637410072844221	DISC1
0.328071567619244	0.658958690589493	DOPEY1
0.329321866855472	0.653003507483859	DSTYK
0.325240542916502	0.614678134735545	EML4
0.330498960321159	0.663845425001087	EPC1
0.320622995062808	0.639995825972149	ETS1
0.318348144660356	0.639029356294597	FAM105B
0.314417411175685	0.647669326584428	GNA12
0.31869685191241	0.628792819470855	HERC3
0.323776313780445	0.642768158124181	KDM4C
0.312963877187088	0.620355629156749	KIAA0226
0.312460046652422	0.635502578647523	KIAA0232
0.318527598183212	0.658581599718372	KIAA1468
0.322893096884199	0.623149809318884	KSR1
0.319151142528593	0.655191804907307	LOC200030
0.318344708743201	0.63793072236862	MAP3K5
0.317535783416499	0.615890736884652	MSL3
0.309730504137031	0.625136251142337	NBPF14
0.313956552377165	0.621297076376334	NOTCH2NL
0.324622433415864	0.630604553382087	PPFIA1
0.320460319497653	0.656560208325958	PRPF3
0.31532789618547	0.65102251089746	RAPGEF2
0.315934774327569	0.652657943442001	RLF
0.321125417969458	0.641735108748656	RNF111
0.321204378655304	0.615109440085117	RNF149
0.325032424014298	0.661825633255891	SECISBP2
0.316548853437171	0.665368922152119	SENP5
0.324144783130963	0.666413888051739	SUV420H1
0.317061545357999	0.64473588203912	SYNE1
0.31562249150832	0.67583745555812	TMEM181
0.315902684092346	0.595651123190631	TNFAIP3
0.326358794589448	0.668228278782748	USPL1
0.314575951543008	0.655774168378541	VPS8
0.317068127887344	0.643677769012796	ZBTB34
0.317235629960532	0.664818326913795	ZDHHC17
0.311269282705229	0.667421732956732	ZNF266
0.316254681543305	0.587233443878474	ZNF318
0.317893932801997	0.674506857332956	ZNF451
0.323923928706817	0.671657012068825	ZNF700
0.321347122229066	0.673588688295897	ZRANB1
