x	y	clickSelects
0.386321705245735	0.414548143547686	ABCA1
0.404876984766545	0.490834201389333	ALOX5AP
0.360896298674069	0.475276515569393	AOAH
0.368343799408577	0.465571847789614	C1orf162
0.379362558637018	0.407938386536991	C2orf18
0.389414171477862	0.367787308413177	C3AR1
0.368089822214541	0.440839395671989	C9orf72
0.344799458058518	0.399453377637914	CLEC12A
0.373113381863345	0.334065393077483	CLMN
0.357604765671941	0.336495783159317	FAM45A
0.372427848330599	0.530379441795924	FCGR2A
0.374403933917702	0.392584611510859	FUCA2
0.404496057345511	0.410810743440811	GCH1
0.365919960687863	0.424208071309509	GLRX
0.388296504999338	0.426050126745966	GPR183
0.364369569105406	0.435695231944474	JHDM1D
0.369832696759167	0.376440194946915	KCNE3
0.340579691893472	0.528254160835066	MNDA
0.365979679476674	0.444678043339185	MX2
0.378694085367255	0.414060443401789	NAAA
0.397860084160197	0.423537074044682	NAIP
0.379600528714072	0.437507844345226	OSBPL11
0.390742816785215	0.405991170324502	PQLC3
0.393477285367673	0.385099835389483	RNF135
0.365344412573221	0.431294942148423	SERPINB8
0.356828378084003	0.421378887154741	SIK1
0.363226193994485	0.404851618176048	SIRPB2
0.389118952756545	0.430549584032911	SLC31A1
0.368535576896467	0.424022041127286	SNX18
0.359143883601073	0.4328797435416	SQRDL
0.38802239674154	0.449252172552796	TBC1D2
0.368088732114063	0.423894532533669	TBL1X
0.370891916971957	0.446649986511763	TLR4
0.389827942528257	0.498278476456952	TNFSF10
0.355080946665907	0.449105260107339	TRPM2
