x	y	clickSelects
0.511784916704787	0.488097212374618	AHNAK2
0.431188885994001	0.554351272382087	C5orf23
0.483833232580516	0.393808839846389	ELOVL6
0.448349744641476	0.28275478187116	IGSF10
0.403517918243727	0.303677924158824	MAP7
0.464344550336786	0.3017180303906	MED12L
0.398376508040384	0.455495249149679	MMRN1
0.44119256901549	0.527104249085	MN1
0.506845463273257	0.269917520490196	NEGR1
0.468592386812065	0.437281385605961	RBPMS
0.47329439219047	0.321873772876682	SCHIP1
0.468899238337315	0.467112331917468	SDPR
0.42457307430138	0.420948711513107	SLC9A7
0.488947371152918	0.371622526022241	TET1
0.437620912812764	0.34749600083743	TNFSF4
0.441581410811817	0.329071631838674	ZNF827
