x	y	clickSelects
0.451120985375691	0.316968496763504	ABCA5
0.440497762842707	0.212128828114402	ACSM3
0.447391576110423	0.323023764550382	ADRB2
0.464326112411912	0.248708976560542	AIG1
0.459814909064771	0.295364085125455	C5orf39
0.464114301323836	0.284419104501793	CCDC104
0.489168153355749	0.258916707654589	CDK14
0.454109024908044	0.280113316072888	CDKN2C
0.49520192966792	0.292094115237895	COCH
0.462678542821664	0.291206186695063	HYAL3
0.455038075782453	0.261891705607393	LMLN
0.476296634330529	0.263409307285805	PLAU
0.474285047848995	0.254716548426863	STAR
