x	y	clickSelects
0.356579915022875	0.369962294425392	ANKH
0.378938039380822	0.363219116686366	ANKRD36BP1
0.374030366075065	0.358017412855179	APOBEC3F
0.376371198597235	0.317009589804272	C11orf54
0.368547470362766	0.322009018305723	C14orf101
0.370433661240062	0.322750607477026	C17orf80
0.371782305562438	0.366639163235949	C18orf1
0.374215982755488	0.331839251766926	C1orf103
0.366730820083302	0.333828521882102	C1orf107
0.380179804418757	0.331239087389063	C20orf177
0.359477146323303	0.305430864843777	CASD1
0.37518636392763	0.310140678333703	CCDC76
0.370502521819567	0.320657183571169	DHX33
0.365541143997496	0.315951909629973	EHBP1
0.364912879825586	0.306114902885876	FKTN
0.36148512013184	0.317778424302179	FTSJD1
0.363540324454662	0.318491508884332	GOLPH3L
0.360440330492406	0.350505598735428	GPSM2
0.352727035631319	0.417375688377862	GVIN1
0.372202242610966	0.327155022056457	IPO11
0.361464090248073	0.317764045150234	KIAA0754
0.354117640830065	0.325693593994308	LOC202181
0.374082124378266	0.337936618653493	LOC646214
0.351144433549955	0.362212376763793	MGAT4A
0.362076385419622	0.317099073712781	MKL2
0.366402589302573	0.329523977046054	MYSM1
0.372064524258249	0.334986303397411	NBPF1
0.364403819042862	0.293733153297151	NCRNA00182
0.3644828343093	0.318035016406876	PIGM
0.377789987504896	0.326481974152338	PRKCQ
0.377210702602774	0.3097900248075	RUNDC2C
0.357661667520178	0.304617396497661	SLC24A1
0.348072827109007	0.332270439353414	TNRC6C
0.364474951446786	0.297290161064856	VANGL1
0.352262666577043	0.322311726511483	WDR3
0.365811966433285	0.309656935783761	ZFP62
0.360460405193015	0.310738633727658	ZMYM1
0.373663997173994	0.306560508911948	ZNF121
0.382876086799441	0.307298058959348	ZNF189
0.369038430586227	0.314072549261346	ZNF320
0.369234839883157	0.255005812977935	ZNF439
0.365717773536093	0.267739820848386	ZNF493
0.383133689997399	0.310558884776336	ZNF559
0.363490717916466	0.331419373253406	ZNF623
0.365516789131199	0.294422411155037	ZNF708
0.36065459355307	0.314386274487202	ZNF714
0.36313870156478	0.319648669789143	ZNF721
0.373818632985022	0.263560830244011	ZNF737
0.345977101366424	0.286266883737263	ZNF780B
0.367998379914762	0.322320514033242	ZNF81
