x	y	clickSelects
0.460408385610772	0.388847351096059	AURKA
0.428575657187654	0.370599305545646	CCNB2
0.449827365191488	0.38522649674768	CDC20
0.426291454482266	0.37716359206887	CDCA8
0.452512850092695	0.358179191701773	CENPO
0.483352841149315	0.403173140347982	CEP55
0.464171889312419	0.347231058725162	CKAP2L
0.450079793082846	0.307312550772062	DENND5B
0.477699748742847	0.351290048756398	DEPDC1
0.470089186704956	0.365575520663577	DLGAP5
0.427268579501725	0.366011499595618	ESPL1
0.471646389397214	0.394060681481412	FAM72B
0.468043569274966	0.370081416344708	GTSE1
0.440911867283212	0.357094919324834	HJURP
0.44252953496578	0.361883798084397	HMMR
0.434354968926346	0.360115419024804	KIF14
0.426403168546304	0.371029345199154	KIF18B
0.457220971232452	0.361546785687901	KIF20A
0.436924219211786	0.326885434183067	KIF24
0.424352769300996	0.38995596723916	KIF2C
0.461853422498074	0.370396320805326	KIF4A
0.426903351487044	0.35885972081987	KIFC1
0.440981151020062	0.368416428254257	NCAPH
0.47663367390325	0.358190574266386	NDC80
0.459362459187391	0.375197243484452	PTTG1
0.451246399120019	0.361166748659761	RAD51AP1
0.440591858779924	0.413162772965638	SHCBP1
0.453932695869954	0.329896993784455	SKA3
0.415143773273096	0.375565248444558	SPTA1
0.440548900837885	0.348052386902773	TROAP
0.458889407268135	0.330541279268091	TTK
0.469777670273665	0.394033993351984	UBE2C
